label,xmin,ymin,xmax,ymax,image
Safety Vest,0,360,592,673,pos_1650.jpg
Safety Vest,833,390,1279,672,pos_1650.jpg
Hard Hat,120,85,187,132,pos_1136.jpg
Hard Hat,190,100,237,139,pos_1136.jpg
Safety Vest,161,158,232,292,pos_1136.jpg
Hard Hat,62,73,230,163,pos_855.jpg
Safety Vest,355,382,462,521,pos_1678.jpg
Hard Hat,418,304,491,360,pos_1678.jpg
Safety Vest,791,369,841,483,pos_1678.jpg
Hard Hat,615,66,2251,1032,pos_699.jpg
Hard Hat,162,76,238,147,pos_841.jpg
Safety Vest,242,401,819,718,pos_1485.jpg
Safety Vest,778,256,1085,657,pos_1485.jpg
Hard Hat,2,1,210,126,pos_316.jpg
Safety Vest,111,42,334,350,pos_470.jpg
Safety Vest,170,42,1091,1230,pos_464.jpg
Hard Hat,24,48,247,201,pos_302.jpg
Safety Vest,405,203,1098,715,pos_1491.jpg
Hard Hat,133,7,1338,774,pos_458.jpg
Safety Vest,44,0,668,718,pos_1446.jpg
Hard Hat,107,0,313,98,pos_1320.jpg
Hard Hat,78,0,185,56,pos_1334.jpg
Hard Hat,293,19,366,72,pos_1334.jpg
Hard Hat,450,37,535,106,pos_1334.jpg
Safety Vest,216,340,543,717,pos_1452.jpg
Safety Vest,454,270,602,451,pos_2173.jpg
Safety Vest,817,287,904,412,pos_2173.jpg
Hard Hat,203,37,270,106,pos_1308.jpg
Safety Vest,1073,0,1275,192,pos_2167.jpg
Safety Vest,62,5,275,344,pos_262.jpg
Safety Vest,31,10,218,249,pos_504.jpg
Safety Vest,207,178,379,392,pos_504.jpg
Hard Hat,203,52,235,80,pos_1297.jpg
Hard Hat,278,58,314,82,pos_1297.jpg
Hard Hat,11,58,57,98,pos_1283.jpg
Hard Hat,53,67,82,93,pos_1283.jpg
Hard Hat,87,62,114,82,pos_1283.jpg
Hard Hat,195,36,222,55,pos_1283.jpg
Hard Hat,254,0,317,34,pos_1283.jpg
Safety Vest,95,27,451,530,pos_510.jpg
Safety Vest,155,64,373,410,pos_276.jpg
Safety Vest,10,2,887,898,pos_538.jpg
Safety Vest,589,371,877,719,pos_1532.jpg
Hard Hat,136,43,192,84,pos_1254.jpg
Hard Hat,225,73,279,112,pos_1240.jpg
Hard Hat,424,102,478,143,pos_1240.jpg
Safety Vest,0,265,324,719,pos_1526.jpg
Safety Vest,427,214,600,440,pos_2007.jpg
Hard Hat,49,7,123,73,pos_1268.jpg
Hard Hat,165,4,251,98,pos_1268.jpg
Safety Vest,203,185,346,425,pos_2013.jpg
Safety Vest,605,239,736,342,pos_2013.jpg
Safety Vest,11,240,394,629,pos_289.jpg
Safety Vest,334,46,692,405,pos_289.jpg
Hard Hat,228,4,324,70,pos_1095.jpg
Hard Hat,287,111,385,186,pos_706.jpg
Hard Hat,105,1,380,150,pos_712.jpg
Hard Hat,162,76,249,156,pos_1081.jpg
Safety Vest,541,306,662,424,pos_1917.jpg
Safety Vest,789,304,902,414,pos_1917.jpg
Safety Vest,1035,234,1096,311,pos_1903.jpg
Safety Vest,1082,165,1216,331,pos_1903.jpg
Hard Hat,118,0,162,37,pos_1056.jpg
Hard Hat,183,19,236,50,pos_1056.jpg
Hard Hat,284,51,320,76,pos_1056.jpg
Safety Vest,80,37,156,148,pos_1056.jpg
Hard Hat,801,164,910,240,pos_1730.jpg
Safety Vest,1191,216,1232,280,pos_1730.jpg
Safety Vest,407,217,582,454,pos_1724.jpg
Safety Vest,642,186,843,435,pos_1724.jpg
Hard Hat,121,57,160,99,pos_1042.jpg
Hard Hat,173,96,223,135,pos_1042.jpg
Hard Hat,193,34,237,71,pos_1042.jpg
Hard Hat,72,93,133,141,pos_1042.jpg
Hard Hat,78,1,375,173,pos_909.jpg
Hard Hat,174,127,205,151,pos_921.jpg
Hard Hat,105,72,131,104,pos_921.jpg
Hard Hat,98,107,127,129,pos_921.jpg
Hard Hat,118,126,153,150,pos_921.jpg
Hard Hat,284,206,326,242,pos_921.jpg
Safety Vest,329,161,454,317,pos_1718.jpg
Safety Vest,439,102,536,215,pos_1718.jpg
Hard Hat,181,66,278,134,pos_935.jpg
Safety Vest,211,227,282,337,pos_1719.jpg
Hard Hat,77,119,131,157,pos_934.jpg
Hard Hat,381,52,447,93,pos_934.jpg
Hard Hat,9,4,1104,935,pos_920.jpg
Safety Vest,439,318,540,538,pos_1725.jpg
Safety Vest,626,340,738,507,pos_1725.jpg
Hard Hat,240,1,481,129,pos_908.jpg
Hard Hat,110,70,210,146,pos_1043.jpg
Hard Hat,114,139,160,172,pos_1057.jpg
Hard Hat,738,0,1276,716,pos_1731.jpg
Safety Vest,1117,209,1229,340,pos_1902.jpg
Safety Vest,588,264,649,356,pos_1916.jpg
Safety Vest,779,265,836,354,pos_1916.jpg
Hard Hat,24,0,223,84,pos_1080.jpg
Hard Hat,204,56,315,127,pos_1080.jpg
Hard Hat,331,67,437,123,pos_1080.jpg
Hard Hat,0,0,26,60,pos_1080.jpg
Hard Hat,22,8,55,57,pos_1080.jpg
Hard Hat,25,173,55,192,pos_713.jpg
Hard Hat,194,163,217,179,pos_713.jpg
Hard Hat,240,162,267,183,pos_713.jpg
Hard Hat,282,155,295,162,pos_713.jpg
Hard Hat,294,155,314,168,pos_713.jpg
Hard Hat,276,176,297,191,pos_713.jpg
Hard Hat,327,168,342,183,pos_713.jpg
Hard Hat,342,153,352,162,pos_713.jpg
Hard Hat,347,165,368,181,pos_713.jpg
Hard Hat,386,149,401,159,pos_713.jpg
Hard Hat,406,153,416,163,pos_713.jpg
Hard Hat,173,63,348,203,pos_707.jpg
Hard Hat,262,0,334,78,pos_1094.jpg
Safety Vest,268,180,1023,1442,pos_288.jpg
Safety Vest,500,182,707,532,pos_2012.jpg
Safety Vest,902,222,1190,583,pos_2012.jpg
Safety Vest,363,305,905,718,pos_2006.jpg
Hard Hat,195,30,252,66,pos_1269.jpg
Hard Hat,294,62,351,97,pos_1241.jpg
Hard Hat,371,26,448,81,pos_1241.jpg
Safety Vest,479,261,936,718,pos_1527.jpg
Safety Vest,0,287,724,717,pos_1533.jpg
Safety Vest,780,243,1042,602,pos_1533.jpg
Hard Hat,85,20,148,63,pos_1255.jpg
Hard Hat,144,36,184,67,pos_1255.jpg
Safety Vest,181,14,795,975,pos_539.jpg
Safety Vest,42,34,182,235,pos_511.jpg
Safety Vest,244,54,419,226,pos_511.jpg
Hard Hat,169,23,205,48,pos_1282.jpg
Safety Vest,95,35,802,855,pos_277.jpg
Hard Hat,4,35,395,343,pos_263.jpg
Hard Hat,112,16,194,69,pos_1296.jpg
Safety Vest,79,19,297,336,pos_505.jpg
Hard Hat,95,44,143,96,pos_1309.jpg
Hard Hat,208,158,260,215,pos_1309.jpg
Safety Vest,731,202,981,515,pos_2166.jpg
Safety Vest,541,130,629,305,pos_2172.jpg
Hard Hat,243,81,301,121,pos_1335.jpg
Hard Hat,301,8,360,42,pos_1335.jpg
Hard Hat,502,79,557,127,pos_1335.jpg
Safety Vest,457,196,678,484,pos_1453.jpg
Safety Vest,603,291,660,370,pos_1447.jpg
Safety Vest,710,296,768,380,pos_1447.jpg
Hard Hat,98,0,324,80,pos_1321.jpg
Safety Vest,35,235,579,906,pos_459.jpg
Safety Vest,593,228,1171,898,pos_459.jpg
Hard Hat,3,1,229,188,pos_465.jpg
Safety Vest,0,488,706,717,pos_1490.jpg
Safety Vest,680,378,1087,717,pos_1490.jpg
Safety Vest,71,57,477,493,pos_303.jpg
Safety Vest,557,56,943,659,pos_303.jpg
Safety Vest,100,50,487,540,pos_317.jpg
Safety Vest,149,659,412,719,pos_1484.jpg
Safety Vest,501,369,850,719,pos_1484.jpg
Safety Vest,57,12,439,486,pos_471.jpg
Hard Hat,189,78,245,121,pos_840.jpg
Hard Hat,311,118,360,159,pos_840.jpg
Hard Hat,72,85,99,98,pos_698.jpg
Hard Hat,120,84,143,101,pos_698.jpg
Hard Hat,157,90,180,104,pos_698.jpg
Hard Hat,200,101,219,115,pos_698.jpg
Hard Hat,292,99,314,112,pos_698.jpg
Hard Hat,332,91,352,107,pos_698.jpg
Hard Hat,395,80,422,100,pos_698.jpg
Hard Hat,379,86,401,96,pos_698.jpg
Hard Hat,239,154,260,173,pos_698.jpg
Hard Hat,176,64,357,177,pos_854.jpg
Safety Vest,481,379,1001,719,pos_1679.jpg
Hard Hat,564,0,834,217,pos_1679.jpg
Safety Vest,617,351,1248,718,pos_1651.jpg
Hard Hat,739,0,1113,189,pos_1651.jpg
Safety Vest,253,3,699,348,pos_1889.jpg
Hard Hat,71,1,306,119,pos_1137.jpg
Safety Vest,56,209,331,496,pos_1137.jpg
Hard Hat,54,62,141,192,pos_1123.jpg
Safety Vest,143,0,372,209,pos_1123.jpg
Hard Hat,153,9,193,61,pos_1123.jpg
Safety Vest,61,4,165,74,pos_1123.jpg
Hard Hat,127,68,208,128,pos_868.jpg
Safety Vest,724,419,769,531,pos_1645.jpg
Hard Hat,698,340,735,388,pos_1645.jpg
Hard Hat,470,0,699,113,pos_1645.jpg
Safety Vest,318,149,687,660,pos_1645.jpg
Safety Vest,160,178,311,324,pos_1876.jpg
Safety Vest,373,209,488,321,pos_1876.jpg
Hard Hat,1184,210,1538,449,pos_34.jpg
Hard Hat,738,620,798,688,pos_34.jpg
Hard Hat,883,658,919,687,pos_34.jpg
Safety Vest,704,694,844,883,pos_34.jpg
Safety Vest,882,701,977,847,pos_34.jpg
Safety Vest,1026,640,1742,1276,pos_34.jpg
Hard Hat,200,45,330,111,pos_883.jpg
Hard Hat,157,10,222,53,pos_897.jpg
Hard Hat,375,43,441,90,pos_897.jpg
Hard Hat,345,72,375,123,pos_897.jpg
Hard Hat,153,61,854,653,pos_20.jpg
Safety Vest,50,8,468,485,pos_129.jpg
Hard Hat,360,0,614,183,pos_1862.jpg
Safety Vest,268,339,792,715,pos_1862.jpg
Hard Hat,1126,145,1183,191,pos_1862.jpg
Safety Vest,45,5,486,676,pos_101.jpg
Safety Vest,624,303,754,531,pos_1692.jpg
Hard Hat,531,227,621,320,pos_1692.jpg
Safety Vest,112,21,395,468,pos_667.jpg
Safety Vest,162,0,689,784,pos_673.jpg
Hard Hat,593,0,893,272,pos_1686.jpg
Safety Vest,681,163,1093,716,pos_1686.jpg
Hard Hat,0,1,422,332,pos_115.jpg
Safety Vest,19,65,161,189,pos_665.jpg
Safety Vest,152,60,305,187,pos_665.jpg
Safety Vest,326,57,475,184,pos_665.jpg
Safety Vest,470,57,624,186,pos_665.jpg
Safety Vest,876,181,1090,491,pos_1690.jpg
Hard Hat,918,38,1051,144,pos_1690.jpg
Safety Vest,276,286,356,377,pos_1848.jpg
Safety Vest,778,272,861,354,pos_1848.jpg
Hard Hat,783,231,824,260,pos_1848.jpg
Hard Hat,286,240,330,269,pos_1848.jpg
Hard Hat,40,30,363,238,pos_103.jpg
Hard Hat,30,24,122,104,pos_117.jpg
Hard Hat,30,121,122,201,pos_117.jpg
Hard Hat,28,222,122,298,pos_117.jpg
Hard Hat,27,313,119,392,pos_117.jpg
Hard Hat,741,136,871,225,pos_1684.jpg
Hard Hat,970,126,1035,162,pos_1684.jpg
Safety Vest,675,266,859,502,pos_1684.jpg
Safety Vest,961,196,1065,336,pos_1684.jpg
Safety Vest,98,12,312,292,pos_671.jpg
Safety Vest,412,8,629,291,pos_671.jpg
Hard Hat,25,50,68,76,pos_881.jpg
Hard Hat,189,61,226,90,pos_881.jpg
Hard Hat,263,70,294,94,pos_881.jpg
Hard Hat,340,71,370,104,pos_881.jpg
Hard Hat,368,95,381,109,pos_881.jpg
Hard Hat,397,95,419,116,pos_881.jpg
Safety Vest,4,90,63,189,pos_881.jpg
Safety Vest,159,91,217,179,pos_881.jpg
Safety Vest,251,103,301,175,pos_881.jpg
Safety Vest,307,97,345,177,pos_881.jpg
Safety Vest,347,117,382,187,pos_881.jpg
Safety Vest,379,120,427,191,pos_881.jpg
Safety Vest,21,39,368,328,pos_659.jpg
Hard Hat,20,201,1128,974,pos_36.jpg
Safety Vest,351,158,519,499,pos_1874.jpg
Safety Vest,612,153,1277,670,pos_1874.jpg
Safety Vest,187,101,361,333,pos_1860.jpg
Hard Hat,258,27,345,97,pos_1860.jpg
Hard Hat,117,82,1379,1342,pos_22.jpg
Hard Hat,226,2,291,51,pos_895.jpg
Safety Vest,203,63,334,260,pos_895.jpg
Hard Hat,243,79,303,111,pos_1135.jpg
Hard Hat,397,75,449,101,pos_1135.jpg
Hard Hat,67,72,120,118,pos_1135.jpg
Safety Vest,507,1,962,342,pos_1653.jpg
Safety Vest,0,0,226,541,pos_1653.jpg
Hard Hat,443,40,656,213,pos_1647.jpg
Safety Vest,314,223,631,669,pos_1647.jpg
Hard Hat,251,132,303,164,pos_1121.jpg
Hard Hat,325,137,386,172,pos_1121.jpg
Hard Hat,449,15,498,89,pos_1121.jpg
Hard Hat,221,132,248,152,pos_1121.jpg
Hard Hat,188,151,216,172,pos_1121.jpg
Hard Hat,254,103,342,164,pos_842.jpg
Hard Hat,369,66,435,125,pos_842.jpg
Hard Hat,0,77,70,149,pos_842.jpg
Hard Hat,176,82,223,112,pos_1109.jpg
Hard Hat,251,134,280,171,pos_1109.jpg
Hard Hat,312,102,348,133,pos_1109.jpg
Hard Hat,382,137,412,178,pos_1109.jpg
Hard Hat,480,71,498,119,pos_1109.jpg
Safety Vest,174,119,247,216,pos_1109.jpg
Safety Vest,284,130,379,209,pos_1109.jpg
Safety Vest,392,146,458,232,pos_1109.jpg
Hard Hat,160,102,233,161,pos_856.jpg
Safety Vest,19,19,477,458,pos_301.jpg
Safety Vest,871,1,1279,716,pos_1492.jpg
Hard Hat,395,5,627,153,pos_467.jpg
Safety Vest,220,288,729,996,pos_467.jpg
Safety Vest,94,19,501,581,pos_473.jpg
Safety Vest,217,387,815,718,pos_1486.jpg
Safety Vest,759,272,1054,612,pos_1486.jpg
Safety Vest,26,32,720,656,pos_315.jpg
Safety Vest,15,80,256,428,pos_329.jpg
Safety Vest,255,76,478,427,pos_329.jpg
Safety Vest,320,395,975,674,pos_1451.jpg
Hard Hat,482,63,805,341,pos_1451.jpg
Safety Vest,408,238,498,394,pos_2158.jpg
Hard Hat,167,102,207,129,pos_1337.jpg
Hard Hat,284,87,332,118,pos_1337.jpg
Hard Hat,349,15,400,51,pos_1337.jpg
Hard Hat,196,1,222,22,pos_1323.jpg
Hard Hat,174,65,207,104,pos_1323.jpg
Safety Vest,755,326,1278,718,pos_1445.jpg
Safety Vest,326,46,583,399,pos_2164.jpg
Hard Hat,1,108,333,330,pos_498.jpg
Safety Vest,0,425,106,718,pos_1479.jpg
Safety Vest,740,176,798,271,pos_2170.jpg
Hard Hat,16,12,1083,653,pos_275.jpg
Hard Hat,0,0,134,94,pos_1280.jpg
Hard Hat,224,0,341,62,pos_1280.jpg
Safety Vest,38,5,258,329,pos_513.jpg
Safety Vest,176,79,422,427,pos_513.jpg
Safety Vest,84,113,645,702,pos_507.jpg
Hard Hat,86,105,120,126,pos_1294.jpg
Safety Vest,75,75,508,677,pos_261.jpg
Safety Vest,393,417,689,719,pos_1525.jpg
Hard Hat,178,116,266,182,pos_1243.jpg
Hard Hat,346,44,474,137,pos_1243.jpg
Hard Hat,226,51,252,86,pos_1257.jpg
Safety Vest,621,83,1013,625,pos_2038.jpg
Safety Vest,251,412,791,718,pos_1531.jpg
Safety Vest,71,257,453,717,pos_2010.jpg
Safety Vest,675,246,1135,717,pos_2010.jpg
Safety Vest,641,16,855,238,pos_1519.jpg
Safety Vest,530,238,937,718,pos_2004.jpg
Hard Hat,250,126,482,273,pos_711.jpg
Hard Hat,23,57,253,265,pos_711.jpg
Hard Hat,347,48,382,70,pos_1082.jpg
Hard Hat,254,64,281,82,pos_1082.jpg
Hard Hat,167,97,188,114,pos_1082.jpg
Hard Hat,145,117,161,129,pos_1082.jpg
Hard Hat,106,126,127,135,pos_1082.jpg
Hard Hat,62,138,76,151,pos_1082.jpg
Safety Vest,100,418,742,716,pos_1928.jpg
Hard Hat,224,249,316,322,pos_1096.jpg
Hard Hat,153,257,161,264,pos_1096.jpg
Hard Hat,128,255,140,268,pos_1096.jpg
Hard Hat,105,238,127,259,pos_1096.jpg
Hard Hat,50,249,131,305,pos_1096.jpg
Hard Hat,168,86,222,137,pos_705.jpg
Safety Vest,777,67,918,208,pos_1900.jpg
Safety Vest,972,75,1059,202,pos_1900.jpg
Safety Vest,887,268,1145,448,pos_1914.jpg
Safety Vest,1166,196,1278,459,pos_1914.jpg
Hard Hat,64,164,89,183,pos_739.jpg
Hard Hat,267,159,295,182,pos_739.jpg
Hard Hat,351,163,383,181,pos_739.jpg
Hard Hat,415,160,449,183,pos_739.jpg
Hard Hat,137,113,342,247,pos_1041.jpg
Safety Vest,912,197,1099,425,pos_1727.jpg
Safety Vest,1168,202,1275,413,pos_1727.jpg
Safety Vest,489,333,683,597,pos_1733.jpg
Hard Hat,555,224,640,290,pos_1733.jpg
Hard Hat,120,17,218,90,pos_1055.jpg
Hard Hat,198,77,288,140,pos_1055.jpg
Hard Hat,272,119,367,166,pos_1055.jpg
Safety Vest,0,117,200,368,pos_1055.jpg
Hard Hat,143,242,156,256,pos_936.jpg
Hard Hat,166,238,183,251,pos_936.jpg
Hard Hat,125,235,135,250,pos_936.jpg
Hard Hat,103,236,111,248,pos_936.jpg
Hard Hat,199,237,213,250,pos_936.jpg
Hard Hat,189,240,198,249,pos_936.jpg
Hard Hat,37,2,113,94,pos_1069.jpg
Hard Hat,129,5,194,102,pos_1069.jpg
Hard Hat,199,20,272,109,pos_1069.jpg
Hard Hat,287,19,364,106,pos_1069.jpg
Hard Hat,383,4,462,106,pos_1069.jpg
Hard Hat,384,116,469,215,pos_1069.jpg
Hard Hat,301,119,381,209,pos_1069.jpg
Hard Hat,210,117,291,204,pos_1069.jpg
Hard Hat,125,110,205,215,pos_1069.jpg
Hard Hat,35,114,114,211,pos_1069.jpg
Hard Hat,26,225,113,317,pos_1069.jpg
Hard Hat,120,216,205,313,pos_1069.jpg
Hard Hat,212,215,294,324,pos_1069.jpg
Hard Hat,307,198,382,303,pos_1069.jpg
Hard Hat,394,215,476,310,pos_1069.jpg
Hard Hat,131,67,213,109,pos_922.jpg
Hard Hat,106,8,239,75,pos_923.jpg
Hard Hat,26,115,87,168,pos_923.jpg
Safety Vest,0,164,26,273,pos_923.jpg
Safety Vest,0,156,288,495,pos_923.jpg
Hard Hat,63,45,186,126,pos_1068.jpg
Hard Hat,196,81,308,175,pos_1068.jpg
Hard Hat,333,81,454,185,pos_1068.jpg
Hard Hat,173,35,308,130,pos_937.jpg
Hard Hat,166,32,207,60,pos_937.jpg
Hard Hat,66,88,98,111,pos_937.jpg
Hard Hat,713,0,887,94,pos_1732.jpg
Safety Vest,440,210,874,678,pos_1732.jpg
Hard Hat,124,88,218,152,pos_1054.jpg
Hard Hat,35,15,75,44,pos_1040.jpg
Hard Hat,196,41,232,64,pos_1040.jpg
Hard Hat,333,140,371,161,pos_1040.jpg
Hard Hat,447,143,483,169,pos_1040.jpg
Safety Vest,405,349,549,564,pos_1726.jpg
Safety Vest,675,361,787,547,pos_1726.jpg
Safety Vest,281,229,591,454,pos_1915.jpg
Hard Hat,156,78,225,106,pos_738.jpg
Hard Hat,242,34,304,62,pos_738.jpg
Hard Hat,310,116,372,144,pos_738.jpg
Safety Vest,1150,247,1234,342,pos_1901.jpg
Safety Vest,489,330,1013,717,pos_1929.jpg
Hard Hat,34,115,167,215,pos_704.jpg
Hard Hat,9,199,50,252,pos_704.jpg
Hard Hat,183,52,318,169,pos_704.jpg
Safety Vest,0,295,206,499,pos_704.jpg
Safety Vest,162,222,332,497,pos_704.jpg
Hard Hat,198,99,274,155,pos_1097.jpg
Hard Hat,85,63,183,131,pos_1083.jpg
Hard Hat,382,124,407,145,pos_710.jpg
Hard Hat,304,109,326,131,pos_710.jpg
Hard Hat,221,71,276,114,pos_710.jpg
Hard Hat,142,61,226,136,pos_710.jpg
Safety Vest,618,1,1173,663,pos_2005.jpg
Safety Vest,534,1,1278,181,pos_1518.jpg
Safety Vest,773,265,1112,673,pos_2011.jpg
Hard Hat,34,24,105,65,pos_1256.jpg
Hard Hat,134,35,178,64,pos_1256.jpg
Safety Vest,519,171,986,718,pos_1530.jpg
Safety Vest,493,260,860,710,pos_2039.jpg
Safety Vest,530,1,1277,719,pos_1524.jpg
Hard Hat,254,74,333,128,pos_1242.jpg
Hard Hat,388,9,500,88,pos_1242.jpg
Hard Hat,25,19,333,325,pos_248.jpg
Hard Hat,124,55,159,83,pos_1295.jpg
Safety Vest,23,10,572,547,pos_506.jpg
Hard Hat,0,39,348,303,pos_260.jpg
Safety Vest,45,94,265,388,pos_274.jpg
Safety Vest,272,88,494,390,pos_274.jpg
Safety Vest,66,51,479,631,pos_512.jpg
Hard Hat,178,25,222,51,pos_1281.jpg
Safety Vest,652,158,937,585,pos_2171.jpg
Safety Vest,0,479,860,718,pos_1478.jpg
Safety Vest,691,441,1116,716,pos_1478.jpg
Safety Vest,538,157,634,322,pos_2165.jpg
Safety Vest,42,154,439,672,pos_499.jpg
Safety Vest,256,19,650,531,pos_499.jpg
Hard Hat,198,112,302,211,pos_1322.jpg
Safety Vest,257,304,414,569,pos_1444.jpg
Safety Vest,545,304,746,600,pos_1444.jpg
Safety Vest,351,176,500,341,pos_2159.jpg
Safety Vest,15,581,609,718,pos_1450.jpg
Safety Vest,812,563,1137,718,pos_1450.jpg
Hard Hat,383,3,426,36,pos_1336.jpg
Hard Hat,293,64,358,143,pos_1336.jpg
Hard Hat,249,78,297,107,pos_1336.jpg
Hard Hat,494,81,552,121,pos_1336.jpg
Hard Hat,0,43,268,212,pos_328.jpg
Safety Vest,140,59,505,624,pos_472.jpg
Hard Hat,2,86,795,725,pos_314.jpg
Safety Vest,249,417,812,718,pos_1487.jpg
Safety Vest,768,309,1054,607,pos_1487.jpg
Hard Hat,142,147,322,293,pos_1493.jpg
Hard Hat,549,81,743,204,pos_1493.jpg
Hard Hat,37,17,695,460,pos_300.jpg
Safety Vest,147,57,1064,1095,pos_466.jpg
Hard Hat,12,14,355,268,pos_857.jpg
Hard Hat,141,106,179,145,pos_1108.jpg
Hard Hat,76,34,234,147,pos_843.jpg
Safety Vest,213,179,619,705,pos_1646.jpg
Hard Hat,304,0,570,154,pos_1646.jpg
Hard Hat,260,3,498,331,pos_1120.jpg
Hard Hat,80,25,253,122,pos_1134.jpg
Hard Hat,714,0,1186,213,pos_1652.jpg
Safety Vest,699,350,1276,718,pos_1652.jpg
Hard Hat,237,0,489,174,pos_23.jpg
Hard Hat,30,5,312,188,pos_23.jpg
Hard Hat,184,20,431,223,pos_1861.jpg
Safety Vest,59,343,548,717,pos_1861.jpg
Hard Hat,82,4,248,105,pos_894.jpg
Safety Vest,0,135,64,410,pos_894.jpg
Hard Hat,0,33,16,99,pos_894.jpg
Safety Vest,104,160,330,494,pos_894.jpg
Safety Vest,144,13,612,700,pos_658.jpg
Safety Vest,863,5,1339,682,pos_658.jpg
Safety Vest,1572,10,2041,680,pos_658.jpg
Hard Hat,115,86,252,164,pos_880.jpg
Safety Vest,208,278,296,418,pos_1875.jpg
Safety Vest,406,284,495,413,pos_1875.jpg
Safety Vest,629,60,1156,653,pos_1875.jpg
Hard Hat,202,30,606,352,pos_37.jpg
Safety Vest,441,213,726,539,pos_1685.jpg
Safety Vest,400,126,513,283,pos_1685.jpg
Safety Vest,213,176,328,347,pos_1685.jpg
Hard Hat,548,39,697,152,pos_1685.jpg
Hard Hat,398,56,478,111,pos_1685.jpg
Hard Hat,265,98,336,141,pos_1685.jpg
Safety Vest,43,1,252,299,pos_116.jpg
Safety Vest,60,59,235,238,pos_670.jpg
Safety Vest,13,0,234,248,pos_664.jpg
Hard Hat,699,569,978,863,pos_102.jpg
Hard Hat,930,454,1229,665,pos_102.jpg
Hard Hat,963,613,1243,846,pos_102.jpg
Hard Hat,1131,108,1298,348,pos_102.jpg
Hard Hat,861,158,1162,352,pos_102.jpg
Hard Hat,839,68,1113,234,pos_102.jpg
Hard Hat,577,142,871,359,pos_102.jpg
Hard Hat,297,146,601,362,pos_102.jpg
Hard Hat,0,150,344,360,pos_102.jpg
Hard Hat,532,126,588,165,pos_1849.jpg
Safety Vest,529,183,631,312,pos_1849.jpg
Safety Vest,0,144,34,188,pos_1849.jpg
Hard Hat,303,90,420,152,pos_1691.jpg
Hard Hat,438,164,538,230,pos_1691.jpg
Hard Hat,624,146,692,205,pos_1691.jpg
Hard Hat,793,13,902,124,pos_1691.jpg
Hard Hat,928,92,1025,143,pos_1691.jpg
Safety Vest,261,200,446,458,pos_1691.jpg
Safety Vest,426,253,544,451,pos_1691.jpg
Safety Vest,601,242,675,420,pos_1691.jpg
Safety Vest,672,131,888,371,pos_1691.jpg
Safety Vest,912,196,1072,364,pos_1691.jpg
Hard Hat,4,2,420,279,pos_33.jpg
Safety Vest,425,260,521,330,pos_1871.jpg
Safety Vest,521,224,695,386,pos_1871.jpg
Hard Hat,234,23,332,81,pos_884.jpg
Hard Hat,129,29,347,141,pos_890.jpg
Safety Vest,700,314,1970,1688,pos_648.jpg
Hard Hat,266,453,296,475,pos_1865.jpg
Safety Vest,245,475,300,547,pos_1865.jpg
Safety Vest,93,40,345,429,pos_27.jpg
Hard Hat,483,458,513,499,pos_1695.jpg
Hard Hat,354,158,408,196,pos_1695.jpg
Safety Vest,341,190,487,293,pos_1695.jpg
Safety Vest,494,219,583,333,pos_1695.jpg
Safety Vest,62,30,626,652,pos_106.jpg
Safety Vest,104,71,368,404,pos_660.jpg
Safety Vest,176,22,821,972,pos_674.jpg
Safety Vest,183,98,790,877,pos_112.jpg
Safety Vest,945,269,1110,504,pos_1681.jpg
Hard Hat,991,161,1098,253,pos_1681.jpg
Hard Hat,0,48,84,149,pos_1681.jpg
Safety Vest,0,244,110,585,pos_1681.jpg
Safety Vest,453,190,580,413,pos_1859.jpg
Safety Vest,627,233,746,407,pos_1859.jpg
Hard Hat,53,66,865,575,pos_847.jpg
Hard Hat,34,0,206,146,pos_1118.jpg
Hard Hat,39,166,75,192,pos_853.jpg
Hard Hat,88,143,104,158,pos_853.jpg
Hard Hat,431,127,461,146,pos_853.jpg
Hard Hat,409,146,429,162,pos_853.jpg
Hard Hat,346,148,366,164,pos_853.jpg
Hard Hat,275,132,313,155,pos_853.jpg
Hard Hat,239,166,252,177,pos_853.jpg
Hard Hat,200,151,222,168,pos_853.jpg
Hard Hat,188,157,198,171,pos_853.jpg
Hard Hat,166,158,181,172,pos_853.jpg
Hard Hat,110,153,146,176,pos_853.jpg
Safety Vest,23,204,91,303,pos_853.jpg
Safety Vest,71,162,113,209,pos_853.jpg
Safety Vest,101,186,162,284,pos_853.jpg
Safety Vest,137,168,151,185,pos_853.jpg
Safety Vest,434,158,484,234,pos_853.jpg
Safety Vest,405,168,433,225,pos_853.jpg
Safety Vest,340,173,378,228,pos_853.jpg
Safety Vest,266,174,337,282,pos_853.jpg
Safety Vest,238,178,260,213,pos_853.jpg
Safety Vest,178,176,202,225,pos_853.jpg
Safety Vest,156,173,181,219,pos_853.jpg
Safety Vest,188,178,250,251,pos_853.jpg
Hard Hat,292,8,593,225,pos_1656.jpg
Hard Hat,951,64,1128,170,pos_1656.jpg
Safety Vest,113,393,720,718,pos_1656.jpg
Safety Vest,877,287,1202,634,pos_1656.jpg
Hard Hat,193,166,212,188,pos_1130.jpg
Hard Hat,101,161,120,171,pos_1130.jpg
Hard Hat,84,168,102,187,pos_1130.jpg
Hard Hat,55,158,73,176,pos_1130.jpg
Hard Hat,220,173,235,196,pos_1130.jpg
Hard Hat,405,178,423,194,pos_1130.jpg
Hard Hat,386,163,405,181,pos_1130.jpg
